id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Dan,Dugdale,dugdada01,1886,1894,7,1887 - 1893,
2,Varney,Anderson,anderva01,1889,1894,4,1890 - 1893,
3,Jack,Fanning,fannija01,1889,1894,4,1890 - 1893,
4,Count,Campau,campaco01,1890,1894,3,1891 - 1893,
5,Ed,Cartwright,cartwed01,1890,1894,3,1891 - 1893,
6,Frank,Scheibeck,scheifr01,1890,1894,3,1891 - 1893,
7,George,Tebeau,tebeage01,1890,1894,3,1891 - 1893,
8,Dad,Clarke,clarkda01,1891,1894,2,1892 - 1893,
9,Frank,Grant,grantfr99,1891,1894,2,1892 - 1893,
10,Arthur,Irwin,irwinar01,1891,1894,2,1892 - 1893,
11,Andy,Jackson,jacksan02,1891,1894,2,1892 - 1893,
12,Oscar,Jackson,jacksos01,1891,1894,2,1892 - 1893,
13,Will,Jackson,jackswi01,1891,1894,2,1892 - 1893,
14,Fred,Lake,lakefr01,1891,1894,2,1892 - 1893,
15,John,Lyston,lystobi01,1891,1894,2,1892 - 1893,
16,John,Nelson,nelsojo03,1891,1894,2,1892 - 1893,
17,George,Nicol,nicolge01,1891,1894,2,1892 - 1893,
18,John,Ricks,ricksjo01,1891,1894,2,1892 - 1893,
19,Jack,Ryan,ryanja01,1891,1894,2,1892 - 1893,
20,William,Selden,seldewi01,1891,1894,2,1892 - 1893,
21,Sol,White,whiteso99,1891,1894,2,1892 - 1893,
22,Clarence,Williams,willicl01,1891,1894,2,1892 - 1893,
23,Kid,Camp,campki01,1892,1894,1,1893 - 1893,
24,Monte,Cross,crossmo01,1892,1894,1,1893 - 1893,
25,Jack,Easton,eastoja01,1892,1894,1,1893 - 1893,
26,Pete,Gilbert,gilbepe01,1892,1894,1,1893 - 1893,
27,Frank,Griffith,grifffr01,1892,1894,1,1893 - 1893,
28,Bert,Inks,inksbe01,1892,1894,1,1893 - 1893,
29,Alex,Jones,jonesal01,1892,1894,1,1893 - 1893,
30,Bill,Joyce,joycebi01,1892,1894,1,1893 - 1893,
31,Frank,Knauss,knausfr01,1892,1894,1,1893 - 1893,
32,Phil,Knell,knellph01,1892,1894,1,1893 - 1893,
